code,prefname,name,url,stat2015_total,stat2015_dencity,stat2015_ave_age,stat2015_mean_age,stat2015_under15,stat2015_15to64,stat2015_over65,stat2015_per15,stat2015_per15to64,stat2015_per65
40225,福岡県,福岡県うきは市,http://odcs.bodik.jp/402257/,29509,251.2,49.2,52.1,3823,16272,9414,12.95536955,55.1424989,31.90213155
40225,福岡県,福岡県大刀洗町,http://odcs.bodik.jp/405035/,29509,251.2,49.2,52.1,3823,16272,9414,12.95536955,55.1424989,31.90213155
41205,佐賀県,佐賀県伊万里市,http://www.city.imari.saga.jp/opendata/,55238,216.4,47.4,49.8,8151,31230,15782,14.77620869,56.61403477,28.60975654
42202,長崎県,長崎県佐世保市,http://sasebo.machi-opendata.jp/,255439,599.5,47.4,48.8,33765,146170,73685,13.31322451,57.63346739,29.0533081
43100,熊本県,熊本県熊本市,http://www.city.kumamoto.jp/hpkiji/pub/List.aspx?c_id=5&class_set_id=2&class_id=2032,740822,"1,898.0",44.8,44.8,103433,452822,177325,14.09975735,61.72769159,24.17255105
43210,熊本県,熊本県菊池市,http://www.city.kikuchi.lg.jp/q/aview/295/5551.html,48167,174.0,48.7,51.8,6374,26798,14820,13.28138023,55.83847308,30.88014669
45204,宮崎県,宮崎県日南市,http://www.city.nichinan.lg.jp/main//page011984.html,54090,100.9,51.1,55.6,6376,28766,18884,11.8017251,53.24473402,34.95354089
46201,鹿児島県,鹿児島県鹿児島市,http://www.city.kagoshima.lg.jp/jousys/opendata.html,599814,"1,095.5",45.5,46.2,80965,358756,145300,13.83967413,61.32361061,24.83671526
47208,沖縄県,沖縄県浦添市,http://www.city.urasoe.lg.jp/categories/kubun/open_data/,114232,"5,864.1",40.4,40.6,20910,72626,19476,18.50245992,64.26397197,17.23356812
47212,沖縄県,沖縄県豊見城市,http://www.city.tomigusuku.okinawa.jp/municipal_government/4338,61119,"3,118.3",39.6,39.2,12206,38232,10189,20.13294407,63.06101242,16.80604351
